,coefficient_name,value,constrain
292,heavy_rail_ASC_eatout_escort_othdiscr_othmaint_shopping_social_atwork,0.7706121,F
293,heavy_rail_ASC_school_univ,0.96200377,F
294,heavy_rail_ASC_work,0.647729754447937,F
295,commuter_rail_ASC_eatout_escort_othdiscr_othmaint_shopping_social_atwork,0.7270185,F
296,commuter_rail_ASC_school_univ,1.0336206,F
297,commuter_rail_ASC_work,0.7255030274391174,F
298,walk_transit_CBD_ASC_eatout_escort_othdiscr_othmaint_shopping_social,0.525,F
299,walk_transit_CBD_ASC_school_univ,0.672,F
300,walk_transit_CBD_ASC_work,-0.8131672143936157,F
301,walk_transit_CBD_ASC_atwork,0.564,F
302,drive_transit_CBD_ASC_eatout_escort_othdiscr_othmaint_shopping_social,0.525,F
303,drive_transit_CBD_ASC_school_univ,0.672,F
304,drive_transit_CBD_ASC_work,0.306512713432312,F
305,drive_transit_CBD_ASC_atwork,0.564,F
306,coef_topology_walk_multiplier_work,15.0,T
307,coef_topology_bike_multiplier_work,20.0,T
308,coef_topology_trn_multiplier_work,2.200000047683716,T
309,joint_walk_ASC_no_auto_work,-0.1872173696756363,T
310,joint_walk_ASC_auto_deficient_work,-1.5960673093795776,T
311,joint_walk_ASC_auto_sufficient_work,-3.079925298690796,T
312,joint_bike_ASC_no_auto_work,-2.867159843444824,T
313,joint_bike_ASC_auto_deficient_work,-6.076415061950684,T
314,joint_bike_ASC_auto_sufficient_work,-6.376065731048584,T
315,joint_sr3p_ASC_no_auto_work,0.5630670785903931,T
316,joint_sr3p_ASC_auto_deficient_work,-1.8841692209243774,T
317,joint_sr3p_ASC_auto_sufficient_work,-2.23482608795166,T
318,joint_walk_transit_ASC_no_auto_work,0.5070602297782898,T
319,joint_walk_transit_ASC_auto_deficient_work,-4.512853622436523,T
320,joint_walk_transit_ASC_auto_sufficient_work,-19.798755645751953,T
321,joint_drive_transit_ASC_auto_deficient_work,-5.462310791015625,T
322,joint_drive_transit_ASC_auto_sufficient_work,-6.114416599273682,T
323,joint_taxi_ASC_no_auto_work,-4.57919979095459,T
324,joint_taxi_ASC_auto_deficient_work,-9.815699577331543,T
325,joint_taxi_ASC_auto_sufficient_work,-11.70989990234375,T
326,joint_tnc_single_ASC_no_auto_work,-4.491700172424316,T
327,joint_tnc_single_ASC_auto_deficient_work,-9.896100044250488,T
328,joint_tnc_single_ASC_auto_sufficient_work,-14.015899658203125,T
329,joint_tnc_shared_ASC_no_auto_work,-4.30019998550415,T
330,joint_tnc_shared_ASC_auto_deficient_work,-11.15719985961914,T
331,joint_tnc_shared_ASC_auto_sufficient_work,-13.204999923706055,T
332,coef_topology_walk_multiplier_school,15.0,T
333,coef_topology_bike_multiplier_school,20.0,T
334,coef_topology_trn_multiplier_school,2.200000047683716,T
335,coef_age1619_da_multiplier_school,9.430252075195312,T
336,coef_age010_trn_multiplier_school,-1.6247756481170654,T
337,coef_hhsize2_sr_multiplier_school,-8.475320816040039,T
338,taxi_ASC_no_auto_school,20.285526275634766,T
339,joint_walk_ASC_no_auto_school,-0.1872173696756363,T
340,joint_walk_ASC_auto_deficient_school,-1.5960673093795776,T
341,joint_walk_ASC_auto_sufficient_school,-3.079925298690796,T
342,joint_bike_ASC_no_auto_school,-2.867159843444824,T
343,joint_bike_ASC_auto_deficient_school,-6.076415061950684,T
344,joint_bike_ASC_auto_sufficient_school,-6.376065731048584,T
345,joint_sr3p_ASC_no_auto_school,0.5630670785903931,T
346,joint_sr3p_ASC_auto_deficient_school,-1.8841692209243774,T
347,joint_sr3p_ASC_auto_sufficient_school,-2.23482608795166,T
348,joint_walk_transit_ASC_no_auto_school,0.5070602297782898,T
349,joint_walk_transit_ASC_auto_deficient_school,-4.512853622436523,T
350,joint_walk_transit_ASC_auto_sufficient_school,-19.798755645751953,T
